Home,Road,line,linesag,linepz,lineARGH,linekam,lineavg,linepasteur,linepig,linenutshell,linecpa,lineexcel,linemore,linedunk,linecpa2,linepyth,lineelo,lineeff,linesaggm,linel2,linebmc,linel1,linel2h,linefox,lineca,linebihl,lineesp2,linesage,linesagp,linepi,linemidweek,lineopen,linemds,linecurry,linejohns,linemass,linecoff,linetalis,lineesp,lineturner,linedonchess,linepim,linelog,linepugh,lineshark,linemed,linekerns,linejens,lineash,lineffw,lineburd,linemrr,linedok,linepib,linest,linecovers,lineround,lineclean,linewhatif,lineespn,linerwp,linedwig,lineps,linegametime,lineshadow,linedoi,linexwp,linelinx,linecombo,linegirl,linestjohn,lineppg,linel2to,linelock,linefeng,lineiron,linekalin,linenseye,linestd,rscore,hscore,week
San Francisco,Cincinnati,-6,-10.03,-13.63,-11,-9.38,-9.2,-4.71,-6,-4,-16.53,-8,-11.53,-2.35,-6.26,-10.42,-7.68,-6.69,-10.22,-15.42,,-7,-11.29,-12,-6.5,,-7,-8.45,-11.88,-9.1,-4.5,-4,-9.65,-11.27,-11.49,-14.1,-10.15,-10.68,-10,-6.47,-10.25,-11,-6.8,-15.6,,-9.7,,-9.1,-10,-9,-13.4,,-3.91,-9.6,-12,-4.5,-19,-3.5,-11.3,-10.06,-9.74,-10.3,-10.3,-3,-6,-7.58,,-2.1,-5,,-8.97,-10.77,-14.39,-3.62,-7.4,-7.73,-5.17,,3.7196015269,24,14,15
Seattle,Cleveland,14.5,16.87,15.48,16,20.47,16.5,6.87,18,17.8,19.06,14,15.47,23.21,8.1,14.23,16.91,11.54,16.42,7,,16.17,7,25,14.5,,13.9,16.67,17.64,23,14.5,14,12.22,24.98,13.81,18.09,16.62,18.67,13.6,11.09,17.76,23.5,11.45,20.33,,16.55,,17.9,16,19,28.2,,15.89,24.2,18,13,24,8,12.3,17.74,12.6,20.15,13.6,13,17,12.49,,15.63,16.5,,11.71,9.69,14.62,16.85,16.6,16.24,17.17,,4.5498002238,13,30,15
St. Louis,Tampa Bay,1.5,4.52,0.48,3,5.51,2.31,-4.09,3,-1.6,2.93,5,4.73,-3.03,1.41,0.86,3.74,1.45,4.93,4.29,,2.6,-2.31,4,1.5,,0.4,3.52,5.17,2.3,1.5,-1,3.31,7.56,5.21,4.63,4.16,-0.49,1.8,-0.68,6.06,2.7,1.23,6.98,,2.9,,6.9,5,4,1.1,,-0.11,2.8,1,-1,4,-3,-3.5,0.7,3.22,4.05,3.4,1,-4,2.52,,0.48,1,,1.4,-4,5.65,-0.03,5.9,2.87,3.8,,2.9484286081,23,31,15
Washington,Buffalo,-3,-1.34,0.09,-0.25,-3.98,-1.3,1.18,1,-0.8,-10.6,3,0.03,-4.54,-4.18,0.85,-0.57,1.44,-1.44,-2.8,,-4.2,-1.04,-1,-3,,0.1,-0.28,-2.36,-2.9,-1,0,-1.08,-1.11,-2.29,-2.99,0.49,-5.77,0.3,1.11,-1.34,-3.7,0.39,-2.14,,-1.04,,1.2,-3,-4,0.7,,-0.89,-2.8,-1,2.5,-1,2,-2.7,-3.79,-0.81,0.4,-1.7,2,3,-1.76,,0.57,1,,-0.64,-0.69,-2.2,-3.39,-3.8,-1.59,-2.2,,2.350671326,25,35,15
Arizona,Green Bay,4.5,3.84,5.07,7,6.88,5.78,3.67,7,2.6,7.74,4,7.65,6.61,2.09,5.95,5.2,5.8,3.53,8.31,,9.17,7.57,10,4.5,8.32,4.3,3.56,4.37,6.8,4.5,4.5,4.35,5.94,3.31,3.66,7.06,0.97,4.4,6.88,5.7,6.9,8.78,7.83,,5.8,,9.7,4,6,5.3,,5.96,7.7,8.5,5,9,5,3,8.25,,8.8,3.5,4,,3.46,,7.16,5.5,,9.25,9,6.13,1.11,1.8,5.75,4.16,,2.2522849917,8,38,16
Atlanta,Carolina,-6.5,-8.54,-8.17,-13,-8.7,-8.93,-8.58,-8,-8.6,-11.84,-3,-9.15,-12.49,-10.79,-4.31,-9.36,-2.72,-8.52,-11.04,,-11.78,-6.46,-12,-7,-9.14,-8.2,-9.48,-8.06,-10.9,-6.5,-7,-5.15,-14.59,-8.69,-10.64,-11.05,-8.85,-9.7,-8.98,-7.8,-11.6,-7,-11.52,,-8.85,,-9.8,-7,-7,-12.1,,-5.29,-13.7,-9,-6.5,-16,-0.5,-12.7,-7.33,,-11.45,-9.2,-5,,-3.79,,-11.35,-8.5,,-8.25,-8.5,-5.68,-2.89,-3,-7.31,-7.67,,3.1526092502,13,20,16
Baltimore,Pittsburgh,-10,-7.24,-4.67,-10,-2.67,-8.33,-5.7,-8,-10.5,-11.8,1,-9.68,-16.4,-4.6,-4.44,-10.93,-2.7,-6.88,-10.54,,-8.75,-15,-11,-10,-8.17,-10.3,-7.9,-6.97,-10,-10,-9.5,-5.81,-15.53,-8.19,-10.23,-8.47,-4.93,-10.8,-4.99,-4.5,-11.3,-7.72,-11.07,,-8.22,,-9.2,-4,-5,-19.1,,-8.22,-11.9,-10,-9,-13,1,-12.4,-11.62,,-10.35,-6.8,-8,,-8.01,,-7.93,-8.5,,-9.37,-4.14,-6.75,-9.98,-1.3,-5.99,-7.2,,3.8670249992,17,20,16
Buffalo,Dallas,6.5,5.16,2.72,7,6.86,5.7,3.6,5,1.2,12.95,-8,8.04,7.76,9.57,7.43,5.03,6.05,5.07,7.55,,2.99,5.39,7,6.5,8.72,5.4,4.46,5.94,4.5,6,6.5,7.71,6.11,5.01,5.4,6.5,5.86,5.1,5.82,6.09,6.3,5.65,7.88,,5.82,,7.5,5,6,7.1,,6.8,5.5,9,5.5,9,5.5,2.5,8.36,,5.95,4.5,4,,4.03,,4.1,4,,4.73,8.79,3.07,6.18,2.4,5.63,5.99,,2.7021111803,6,16,16
Denver,Cincinnati,4,1.01,-1,-1,0.07,0.01,-2.36,2,5.5,-3.6,2,-1.93,5.52,-0.48,-0.66,-0.23,-0.09,1.21,-6.47,,-10.28,-10.44,-2,3,-0.64,1.6,2.12,-0.53,0.1,3.5,3.5,0.73,0.4,-2.19,-2.7,-0.13,-0.17,-0.3,2.29,-0.21,-1,-1.11,-3.4,,-0.11,,0.6,0.01,1,0.6,,2.98,-0.8,-1,3,,6,3.5,1.55,,-2.2,-1,2,,-1.4,,1.92,5,,-4.82,-3,-3.82,7.12,3.1,0.13,0.97,,2.9897521932,17,20,16
Detroit,San Francisco,10,6.04,7.72,6,7.41,6.54,9.57,7,8.6,4.19,5,5.48,6.56,-3.8,7.35,6.34,6.68,5.57,5.96,,4,13.69,8,9,7.23,7,5.99,6.6,6.5,10,7.5,7.3,7.16,4.61,6.34,6.31,6.18,5.4,4.89,6.7,6.5,3.41,6.96,,6.6,,9,7,7,9.4,,7.75,5.2,7,6,7,9,5.7,9.73,,7.3,4.4,8,,5.18,,6.2,7.5,,5.16,9.14,7.53,2.59,7.4,5.92,7.1,,1.9476197555,17,32,16
Kansas City,Cleveland,10.5,15.68,14.36,17,16.37,15.45,8.37,17,13.5,18.69,10,17.08,20.61,7.79,14.39,16.65,11.67,15.22,14.04,,12.85,7,21,11.5,19.04,13.7,15.59,16.37,18.1,11.5,13,15.08,22.89,13.91,17.51,16.65,19.54,14.9,12.17,17.19,19.7,10.15,19.57,,15.59,,16.5,15,17,19.2,,14.15,19.2,17.5,12,25,5.5,9,14.95,,17.3,13.8,12,,12.32,,14,16,,15.59,10,8.92,10.77,13,14.8,17.23,,3.7773208565,13,17,16
Miami,Indianapolis,3,1,-0.5,0.25,0.64,0.92,2.21,2,-0.6,7.23,-1,3.27,-1.54,6.47,3.07,-0.27,3.04,1.02,1.82,,-2.46,-0.22,4,3,2.95,-0.1,0.4,1.56,2.8,3,1,0.16,-4.06,-1.09,-1.23,0.91,-0.37,-0.1,1.47,1.3,2.4,-0.12,1.88,,1,,2.2,2,2,4.4,,2.58,1.8,2.5,0.5,0.01,0.01,-2.9,4.76,,3.05,-2.4,-2,,1.38,,0.65,-2.5,,-1.62,1.5,1.22,1.08,-1.1,2.44,-0.29,,2.1680977304,18,12,16
Minnesota,N.Y. Giants,6.5,5.03,5.01,9,3.87,5.2,0.06,3,2.9,6.94,2,4.06,8.46,10.54,3.68,5.9,3.58,5.52,5.63,,6.93,4.22,4,6.5,8.93,4.2,5.14,4.47,4.2,6,6.5,3.38,9.46,5.71,6.57,7.77,2.91,3.6,7.33,6.6,4,8.06,7.43,,5.14,,9.8,5,3,4.2,,4.11,6.2,6,4.5,8,-0.5,6.2,5.18,,6.8,4.5,6,,5.39,,8.47,3,,2.88,-3.5,6.87,2.23,5.4,2.92,4.07,,2.5277210209,17,49,16
N.Y. Jets,New England,-3,-5.41,1.2,-6,-7.46,-3.51,4.42,-1,4.2,-6.75,-11,-4.74,1.1,-2.99,-0.19,-2.31,0.14,-5.86,-7.53,,-3.67,-5.39,-5,-3,-3.88,-2.7,-5.3,-5.13,-4.4,-3,-3,-1.68,-3.3,-4.49,-5.36,-5.06,-4.81,-2.3,-2.22,-4,-3.5,-6.32,-5.48,,-4,,-2.6,-7,-6,0.01,,-1.06,-3.3,-5,0.5,-8,1.5,-4.7,-2.06,,-3.05,-5,-4,,-2.39,,-1.37,0.5,,-6.68,-4.5,-6.86,-1.41,-6.5,-3.8,-5.93,,2.9554393787,20,26,16
New Orleans,Jacksonville,3.5,2.58,3.83,4,6.74,3.06,-1.92,4,2.1,5.94,8,1.48,6.44,7.97,1.36,2.36,1.38,2.84,1.89,,9.01,7.55,1,3.5,2.65,3,3.02,1.92,3.3,3.5,3,4.46,3.74,0.91,1.8,4.09,0.7,2.4,3.43,3.8,0.2,3.35,0.33,,2.84,,3.4,2,2,1.5,,2.03,3.8,3.5,3,4,5.5,1.3,1.37,,2.3,3.1,3,,3.96,,3.74,2,,2.44,2.5,0.38,-1.9,6,1.84,2.97,,2.1353130997,27,38,16
Oakland,San Diego,4.5,3.4,3.36,6,-0.72,3.42,0.58,5,-0.2,1.46,-1,5.44,9.59,4.03,4.63,4.26,4.4,3.43,-0.8,,-2.53,-0.56,4,4.5,6.4,4.2,3.71,3.1,2.1,4.5,5.5,5.13,3.27,2.91,2.42,5.39,1.8,2.8,6.02,4.49,3.3,2.95,4.56,,3.3,,5.4,1,2,2.9,,4.16,1.6,6,6.5,7,2.5,1.2,3.07,,6,3.2,3,,3.27,,5.85,0.5,,6.27,4.79,-1.77,7.25,0.8,2.5,2.65,,2.4745850306,20,23,16
Philadelphia,Washington,3,2.55,0.3,2,4.17,2.11,-3.12,2,2.7,0.24,14,0.27,-2.13,-4.11,1.75,-0.95,2.02,3.02,1.95,,8.99,11.59,0.01,3,2.75,-0.1,1.75,2.93,3.9,3,3,3.1,-0.26,1.71,1.85,1.4,6.25,-3.7,2.09,5.8,3.3,1.55,0.77,,2.02,,2.6,4,4,-7,,4.24,2.9,4,2,1,3,-2.2,4.91,,1.25,3.2,2,,4.42,,3.66,2,,1.4,2.14,2.11,0.19,9.3,2.51,2.48,,3.1743043679,38,24,16
Seattle,St. Louis,12.5,12.67,13.33,10,17.04,13,10.66,14,14.8,12.23,12,11.92,10.14,7.48,11.94,13.45,9.04,12.04,13.57,,12.29,7,20,12.5,13.42,12.9,12.87,13.21,18.8,13,13.5,11.86,17.24,9.41,13.33,11.08,16.41,12,7.9,12.1,17.8,8.19,14.55,,12.9,,15.1,13,15,22.3,,13.5,18.8,14,13,15,9.5,6,15.94,,15.35,7.8,13,,10.32,,10.84,14.5,,11.6,11.21,11.62,11.19,11.7,12.55,14.61,,3.0418997558,23,17,16
Tampa Bay,Chicago,3.5,-1,-1.92,-1,-3.98,-0.01,2.5,3,1.5,-1.19,-7,0.84,-2.45,-2.7,4.07,-1.47,3.81,-1.2,-2.23,,-0.9,-11.2,3,3,-1.45,1.6,-0.5,-1.33,-0.1,3,2.5,1.23,0.75,-3.59,-4.06,0.17,-2.24,0.5,4.37,-0.5,0.3,-0.26,-3.03,,-0.1,,-1.6,-2,3,1.7,,-0.11,-1.1,2.5,5.5,0.01,3.5,1,3.2,,-1.45,-1.8,3,,2.3,,2.38,0.5,,-4.42,3.57,-1.5,2.06,0.01,2.78,0.85,,2.5728017384,26,21,16
Tennessee,Houston,-3.5,-5.45,-5.27,-5,-6.47,-3.94,-3.46,-4,2.7,-5.01,-7,-2.09,-4.48,-7.62,0.04,-4.43,1.03,-5.41,-4.76,,-9.11,-4.2,-5,-3.5,-2.85,-0.5,-6.37,-4.64,-5.3,,4.5,-1.54,-9.29,-5.09,-7.66,-4.94,-5.16,-5.6,-2.79,-3.8,-6.3,-5.65,-3.74,,-4.43,,-4.1,-4,-5,-3.2,,-1.75,-6.2,-2,1,-7,-0.5,-4.1,-5.52,,-3.05,-5.5,-3,,0.82,,-2.93,1.5,,-2.62,1.57,-2.04,-0.52,-4,-3.21,-6.96,,2.6020542678,34,6,16
Arizona,Seattle,6,5.01,3.33,9,4.54,5.7,3.24,7,0.4,3.39,-1,8.06,9.44,3.02,5.3,7.41,5.55,5.12,7.32,,5.22,4.14,7,6,8.82,5.1,5.72,4.03,6.2,6.5,4,4.22,10.63,4.69,5,8.03,4.37,6.3,8.25,5.83,6.9,10.82,7.38,,5.53,,9.8,3,6,12.6,,5.63,8.2,8.5,3.5,7,1.5,3.6,5.95,5.38,8.45,5.5,4,,2.07,,5.92,1.5,,4.83,8.4,4.36,14.77,6.3,4.81,2.47,,2.7453497692,36,6,17
Atlanta,New Orleans,6,5.34,8.98,6,4.04,4.64,0.47,6,1.4,7.87,-7,6.57,7.22,8.7,5.45,5.37,4.99,5.64,3.72,,0,8.91,7,6,6.98,3.5,5.77,4.61,5.1,6,3.5,3.32,9.68,4.49,4.8,5.16,5.91,3.7,5.08,5.92,6.3,2.88,5.59,,5,,8.1,5,5,7.7,,5.42,4.5,6,4,6,1,1.1,4.45,4.54,6.1,3.9,4,,2.78,,2.95,1,,3.4,-2.4,5.79,8.06,3.2,4.96,3.77,,2.684521968,20,17,17
Buffalo,N.Y. Jets,-3,0.54,-1.54,-1,6.51,0.1,0.68,0.01,-2.4,0.19,5,0.19,-4.98,-1.67,0.06,-0.04,0.85,0.54,1.7,,-1.57,3.16,2,-2,1.18,-1.5,0.09,0.97,0.9,-3,0,2.03,-3.26,-1.21,-0.31,0.99,1.21,-0.7,-0.86,0.63,0.6,0.38,0.03,,0.5,,2.1,2,3,1.1,,0.82,0.3,2.5,-1.5,1,0.5,-7.5,0.75,-1.67,0.3,-0.9,-3,,-0.61,,0.63,0.5,,-2.33,1.13,1.6,1.19,1.3,1.84,1.94,,2.1447353257,17,22,17
Carolina,Tampa Bay,10.5,15.12,7.25,19,12.11,13.94,4.51,14,13.8,14.77,11,15.68,16.01,11.45,11.32,13.51,9.84,15.73,15.3,,14.72,8.96,18,11,17.69,10.9,15.45,14.29,16,10.5,11,10.53,23.1,13.29,14.56,15.79,15.44,11.9,15.93,16.23,16.7,13.69,16.49,,14.1,,15.9,13,14,17.9,,11.58,19.2,14.5,11.5,25,4.5,11.6,11.91,12.26,16,12.3,,,8.04,,17.35,12.5,,11.18,10.67,10.87,9.96,14.1,13.04,13.7,,3.6325565852,10,38,17
Chicago,Detroit,-1.5,0.99,2.27,2,-0.13,0.82,-2.36,2,-1.3,-0.64,-2,2.14,-2.14,-1.46,2.39,0.64,2.51,1.12,0.81,,0.64,-2,-1,-1,3.24,0.2,0.9,0.95,-0.2,0,1.5,3.35,-0.95,0.89,-0.33,1.81,2.24,-0.8,2.38,0.93,0.4,0.91,1.53,,0.89,,3.7,0.01,1,-0.7,,0.77,0.2,1.5,1.5,4,1,-1,2.27,1.3,3.15,1.8,2,,-0.82,,0.56,2,,3.54,0.73,-0.73,-8.15,1.9,0.54,-0.05,,1.9208509186,24,20,17
Cincinnati,Baltimore,10,11.03,8.68,15,11.17,11.72,9.83,11,15.9,9.89,8,14.63,14.08,6.39,11.8,11.56,9.69,11.72,14.63,,14.94,6.83,14,10,16.12,7.5,9.78,12.02,10.7,9.5,9.5,11.91,15.09,11.59,12.61,13.38,12.29,7.8,12.71,11.72,12.3,9.55,15.57,,11.72,,14.6,10,10,13.9,,14.26,13,16,12,23,1.5,6.1,8.95,10.73,14.75,9.6,,,9.27,,10.84,14.5,,9.86,7.53,10.68,6.55,10,10.61,9.55,,3.2346863032,16,24,17
Cleveland,Pittsburgh,-11.5,-9.82,-2.73,-11,-9.02,-8.63,0.62,-7,-9.4,-10.97,1,-10.93,-7.53,-5.55,-6.84,-7.03,-4.54,-9.89,-12.35,,-8.25,-6.29,-10,-10.5,-9.6,-8.1,-9.48,-10.16,-12.6,-10.5,-10.5,-7.63,-9.31,-9.41,-11.32,-9.5,-7.04,-6.9,-6.19,-8.28,-12.9,-7.28,-12.22,,-9.24,,-9.2,-8,-8,-6,,-9.28,-12.1,-10,-5.5,-17,-2.5,-11.8,-9.45,-8.71,-10.9,-10,-6,,-8.63,,-9.03,-9.5,,-8.47,-6.6,-9.53,-13.27,-9.4,-7.99,-10.59,,3.0591379103,28,12,17
Dallas,Washington,3.5,-0.7,-3.37,-3,1.85,-0.96,-0.67,-1,2.6,-0.44,12,-2.54,-5.06,0.49,-1.4,-3.8,-0.08,-0.26,-2.82,,3.37,-1.81,-1,2,-0.93,-0.9,-2.17,0.37,3.3,4,0,-1.09,-6.95,-1.91,-2.5,-2.96,-2.82,-5.4,-1.1,0.62,1.5,-4.37,-2.26,,-0.92,,-0.7,1,3,-5.8,,0.9,0.4,-1.5,-4,-3,0.5,-5.9,1.51,-3.42,-0.55,-1.7,,,0.48,,0.25,1,,-0.92,-4.8,1.39,1.06,1.2,1.04,-0.35,,2.8867027111,34,23,17
Denver,San Diego,10,12.06,9.16,13,10.97,9.69,2.7,10,7.6,9,13,12.21,11.38,9.72,8.92,8.9,7.03,12.89,3.88,,6,7.15,10,10,13.34,7.5,12.78,10.71,10.2,9.5,8,10.61,12.37,9.19,11.03,12.88,8.17,7.4,12.1,10.03,9.5,8.08,11.13,,10,,11.1,9,11,8.1,,11.25,10,12.5,11,16,6,10.9,5.63,10.41,10.7,9.4,,,9.37,,9.1,7.5,,7.3,3.87,3.11,12.74,10.5,8.93,8.52,,2.6459016384,20,27,17
Green Bay,Minnesota,3,5.08,6.03,3,8.14,3.11,-3.64,3,7,1.9,18,1.69,-0.88,2.7,2.72,2.16,2.79,5.51,1.84,,0.86,0.74,1,3,3.98,1,5.44,4.36,2.9,3,3,3.85,0.16,2.49,1.46,2.91,2.32,-1,4.85,5.32,2.6,1.75,2.04,,2.9,,4.6,4,4,-5.2,,5.62,0.5,4,3.5,7,4,1.6,3.67,2.2,3.8,1.9,,,4.45,,5.49,3.5,,1.9,2.67,2.28,6.12,3.6,2.72,3.65,,3.0664571793,20,13,17
Houston,Jacksonville,6,8.17,5.84,8,9.24,7.3,2.66,10,-0.1,6.57,12,6.92,3.49,13.34,5,8.71,4.32,7.98,6.1,,13.72,10.63,9,6,8.64,7.5,9.24,7.39,9.9,6.5,6,5.63,19.21,6.09,8.59,8.28,6.32,9.1,6.38,6.93,10.1,6.05,7.39,,7.25,,10.2,6,7,11.9,,6.78,11.9,8.5,5.5,9,3,4.2,5.77,6.87,7.25,6.4,,,6.77,,6.97,1,,4.98,-2.07,3.79,1.84,7.4,7.39,8.91,,3.3113891635,6,30,17
Indianapolis,Tennessee,3.5,8.92,1.46,9,9.45,7.64,9.2,8,4.5,4.54,9,6.02,10.45,10.11,4.64,8.01,4.16,9.41,7.43,,7.72,4.81,11,4.5,7.42,6.5,9.67,7.73,9.7,3.5,3.5,6.68,12.32,6.09,8.96,10.09,4.62,7.1,7.14,7.53,10,7.77,6.18,,7.56,,11.1,6,10,10.8,,7.46,10.5,6,5.5,7,4.5,4.2,10.48,7.59,7.95,6.8,7,,4.64,,7.26,7.5,,3.52,3.87,5.44,0.88,8.5,7.6,12.25,,2.4963957407,24,30,17
Kansas City,Oakland,7,10.99,7.33,11,12.51,9.92,6.63,11,7,7.79,7,11.21,15.86,3.34,9.6,10.83,8.05,10.45,7.71,,8.29,3.74,14,7.5,12.18,7.7,11.43,11.19,12.7,7.5,7,10.55,16.14,8.59,10.06,10.15,12.09,9,8.05,9.63,12.1,4.67,12.25,,10.06,,12.5,12,14,12,,8.97,13.5,11,8,15,1.5,3.9,10.93,7.54,9.7,7.4,8,,8.39,,9.39,8.5,,8.07,4.67,4.74,7.33,9.7,11.31,13.86,,3.0094838074,17,23,17
Miami,New England,-9.5,-10.66,-8.82,-13,-13.33,-10.78,-5.85,-9,-8,-14.41,-10,-13.08,-12.35,-9.58,-7.25,-10.6,-5.1,-10.41,-12.38,,-14.85,-14.68,-13,-9.5,-11.78,-9.9,-10.94,-10.96,-11.1,-9.5,-10,-7.47,-16.55,-11.91,-13.38,-11.52,-12.32,-11.4,-7.48,-10.28,-11.3,-6.71,-14.14,,-10.82,,-10.7,-11,-11,-15.7,,-9.33,-11.9,-12.5,-8.5,-19,-3,-13.3,-8.02,-9.87,-8.65,-10.6,-8,,-10.29,,-6.02,-8.5,,-11.78,-9,-10.3,-10.19,-9.8,-9.43,-12.44,,2.7567253877,10,20,17
N.Y. Giants,Philadelphia,4.5,2.81,0.88,4,0.57,3.5,6.03,6,3.3,3.43,-2,5.48,5.8,4.79,4.76,5.44,4.46,2.58,2.65,,3.07,0.17,4,4.5,5.01,4,2.9,2.95,3.6,3.5,3,3.6,5.67,3.09,3.05,4,0.98,4.7,2.3,2.43,3.8,0.37,4.21,,3.5,,6.9,1,5,8.1,,4.02,3.5,2.5,2.5,5,1.5,-1,1.76,2.64,5.75,1.8,,,1.97,,0.09,5,,3.44,5.2,1.38,0.95,2.4,4.51,5.15,,1.908932874,35,30,17
San Francisco,St. Louis,-3,-2.69,-4.89,-3,0.49,-2.46,3.89,-2,3.7,-3.65,-1,-3.18,-6.6,-5.07,-1.71,-4.21,-0.6,-2.11,-3.8,,-2.28,7.16,-3,-3,-2.06,-4.4,-3.22,-2.79,0.4,-3,-3,-2.29,-6.94,-3.61,-5.25,-2.4,-0.8,-5.3,0.74,-2.07,-1.7,-1.41,-4.04,,-2.29,,-2.1,-1,-3,-8.1,,-2.27,-0.6,-2,-1,-2,1,-6.5,-1.81,-4.04,-1.6,-3.5,,,-3.11,,0.56,4,,-2.96,-1,-3.19,-4.46,-2.6,-1.51,-2.22,,2.2980825955,16,19,17
Cincinnati,Pittsburgh,-2.5,3.65,7.64,6,4.19,2.52,5.01,2,-3.5,-1.16,10,3.88,-4.44,1.07,4.56,0.3,4.2,3.9,3.66,,5.12,3.26,4,-1.5,5.57,-1.5,1.94,3.6,2,-3,-3,3.63,1.48,3.38,2.31,4.82,5.17,-0.3,4.53,4.9,2.3,3.73,4.09,,3.38,,4.9,4,3,-1.2,,-1.12,2.6,4.5,2.5,5,0.01,-1,0.44,3.63,3.95,2.9,1,,-1.8,,4.2,-1.5,,0.8,1.75,2.37,-4.02,3.5,3.56,-0.08,,2.8643477595,18,16,18
Houston,Kansas City,-3,-4.55,-4.79,-4,-4.47,-3.02,0.04,-1,-0.4,-9.73,-6,-4.25,0.78,-6.97,-0.68,-4.07,0.24,-4.71,-3.51,,-0.22,-1.74,-3,-3,-5.25,-2.6,-5.15,-4.35,-1.7,-3.5,-3,-3.16,-1.71,-5.52,-7.31,-3.24,-7.71,-1.9,-0.1,-4.1,-0.9,-2.2,-7.15,,-3.16,,-3.7,-5,-2,2.5,,-5.23,-0.5,-2.5,-1.5,-5,4.5,-1.9,-2.7,-3.61,-3.75,-3.5,-2,,-1.97,,-4.58,-1,,-4.56,-2.13,-1.18,-4.24,-3.1,-0.34,-3.04,,2.5836136742,30,0,18
Minnesota,Seattle,-4.5,-3.03,-1.13,1,-5.08,-1.91,-4.34,-1,-2.1,-5.11,-9,-0.32,-2.56,-0.96,-0.03,-1.35,0.6,-2.44,-4.16,,0.01,-9.96,-5,-4,-0.16,-2.2,-3.08,-3.71,-3,-4.5,-5,-2.29,4.27,-0.92,-2.9,0.4,-2.02,0.2,3.95,-0.7,-2.5,2.09,-3.35,,-2.1,,-0.6,-3,-3,-4.1,,-1.6,-0.4,-1.5,-0.5,-1,-2,-3.1,-3.35,0.47,-3.1,-0.8,-3.5,,-1.52,,2.08,-2.5,,-4.79,-1.63,-3.52,3.98,-1.9,-2.14,-4.19,,2.2833425073,10,9,18
Washington,Green Bay,0,-4.37,2.35,-4,-4.71,-0.91,5.82,4,4,-1.93,-1,0.66,-1.37,-1.09,1.41,1.28,1.79,-4.78,-4.04,,-7,1.78,4,0,-3.26,2.2,-1.77,-4.29,-1.1,0,0,-1.44,5.63,-5.42,-5.71,-0.7,-3.44,3.4,2.16,-4.6,0.2,-2.75,-4.25,,-1.31,,-0.7,-4,1,7.2,,-1.31,1.2,-1,3,-3,1.5,-4.1,-2.25,-3.41,-2.6,-4.2,0.01,,-3.63,,1.44,3.5,,-1.85,3.25,-3.39,-4.24,-4.7,1.29,-0.95,,3.2892016072,35,18,18
Arizona,Green Bay,7,4.13,4.42,8,7.6,6.06,4.9,5,5.4,6.86,3,6.84,1.9,1.36,6.57,3.23,6.33,4.2,8.51,,5.28,6.02,8,7,,6.4,2.95,5.37,7.7,7,7,5.33,7.21,4.78,4,8.25,5.05,5.5,8.16,6.02,7.9,6.76,8.96,,6,,9,5,6,1.5,,8.5,8.7,,7,11,4.5,6.3,11.03,4.31,8.35,4.4,6,,4.99,,8.07,5,,11.11,8.86,6.72,2.92,4.4,7.19,4.43,,2.3292387942,20,26,19
Carolina,Seattle,1.5,-0.25,1.05,4,-2.22,0.58,0.05,1,0.01,-0.53,-1,3.57,-1.56,2.85,3.77,-2.46,3.61,0.86,-1.81,-9.73,-0.34,-1.96,-1,1.5,,0.5,-0.84,-0.92,0.4,2.5,3,0.38,0.63,0.18,-2.18,4.06,1.2,-2,10.24,0.72,1.2,5.51,-1.9,,0.6,,-0.7,-1,1,-4.8,,2.66,1.9,,2.5,6,3.5,1.4,2.87,2.6,0.25,1.3,3,,0.89,,1.7,2,,-5.71,7.78,-2.64,9.8,0.6,1.98,-1.25,,3.2434795564,24,31,19
Denver,Pittsburgh,7.5,2.02,5.82,3,3.45,1.56,0.7,0.01,-0.3,-0.92,10,0.17,9.33,3.65,1.69,-1.64,1.66,3.1,-3.41,,-1.25,-1.47,-1,6,,2.6,2.14,0.97,-0.8,7,7,1.49,-0.19,0.58,-1.02,2.75,3.05,-1.1,5.61,1.72,-1.5,2.41,-0.65,,1.08,,1,3,1,-2.8,,2.37,-1.2,,2.5,1,4.5,4.7,4.99,1.87,-0.05,0.4,5.5,,-1.19,,5.96,2,,-1.66,-1.81,-0.72,5.15,1.3,1.16,-0.01,,2.9441461796,16,23,19
New England,Kansas City,4.5,-0.48,-0.44,-0.25,1.62,0.72,0.56,-2,2.6,-2.92,10,1.78,8.6,-1.55,2.69,-6.63,2.69,1,0.86,,3,4.04,-2,3.5,,-0.3,-3.08,0.94,2.2,4.5,4.5,1.67,-7.2,-0.02,-5.18,2.31,-1.85,-5.7,3.82,1.42,0.6,0.55,-2.75,,0.97,,-2.2,1,2,-10.9,,4.6,0.1,,3.5,1,5.5,7.9,4.55,-0.03,-0.65,-0.1,4,,4.86,,-6.08,4,,-3.51,5.47,3.98,3.07,1.5,2.57,0.47,,4.0206775092,20,27,19
Carolina,Arizona,3,1.46,1.04,3,1.44,2.11,1.54,4,3.5,-2.96,3,2.59,5.48,0.06,3.24,1.88,2.99,1.46,-1.53,,3,-0.96,4,3,,2.1,2.76,0.23,2.5,3,3,2.07,5.8,-0.75,-0.92,3.1,1.02,1.2,6.11,0.74,3.3,1.61,-3.48,,2.1,,1.8,0.01,3,9.3,,1.8,3.8,,2.5,5,4,1.2,0.6,1.21,2.05,1.2,3.5,,1.49,,0.55,5,,-4.63,2.94,-1.67,14.5,2.3,4.55,3.8,,2.8855401207,15,49,20
