,X,Down,Score,Seconds,Spread,TIMO,TIMD,TOTp,Yardline,YTG,AdjustedScore,win_probs
17151,17151,1,-7,1959,4.5,2,2,7,30,10,-0.158113883,0.256916143
17152,17152,2,-7,1923,4.5,2,2,7,33,7,-0.159586263,0.261008467
17153,17153,3,-7,1918,4.5,2,2,7,36,4,-0.159794031,0.265181625
17154,17154,1,-7,1889,4.5,2,2,7,47,10,-0.161015297,0.281448894
17155,17155,1,-7,1878,4.5,2,2,7,68,10,-0.161485915,0.306977793
17156,17156,1,-7,1871,4.5,1,1,7,73,10,-0.161787557,0.305147955
17157,17157,2,-7,1864,4.5,1,1,7,73,10,-0.162090896,0.304407008
17158,17158,3,-7,1860,4.5,1,1,7,73,10,-0.162265,0.297112944
17159,17159,3,-7,1853,4.5,1,1,7,63,20,-0.162571037,0.329681573
17160,17160,4,-7,1846,4.5,1,1,7,79,4,-0.162878812,0.279570964
17161,17161,0,4,1842,-4.5,1,1,10,65,0,0.093174554,0.747079119
17162,17162,1,4,1842,-4.5,1,1,10,25,10,0.093174554,0.733269427
17163,17163,2,4,1838,-4.5,1,1,10,25,10,0.093275831,0.73155439
17164,17164,2,4,1838,-4.5,1,1,10,20,15,0.093275831,0.730678407
17165,17165,0,NA,1800,NA,1,NA,NA,80,0,NA,NA
17166,17166,0,4,1800,-4.5,3,3,10,65,0,0.094254726,0.730735863
17167,17167,1,4,1800,-4.5,3,3,10,25,10,0.094254726,0.738878821
17168,17168,2,4,1792,-4.5,3,3,10,25,10,0.094464765,0.734401972
17169,17169,3,4,1749,-4.5,3,3,10,30,5,0.095618289,0.729686073
17170,17170,1,4,1716,-4.5,3,3,10,37,10,0.096532787,0.745491474
17171,17171,2,4,1675,-4.5,3,3,10,29,18,0.097706394,0.734308222
17172,17172,3,4,1633,-4.5,3,3,10,30,17,0.098954139,0.730228511
17173,17173,4,4,1603,-4.5,3,3,10,34,13,0.099875234,0.738995573
17174,17174,1,-4,1594,4.5,3,3,10,50,10,-0.100156617,0.356222006
17175,17175,2,-4,1561,4.5,3,3,10,50,10,-0.10120908,0.347227664
17176,17176,3,-4,1519,4.5,3,3,10,53,7,-0.102597835,0.343441895
17177,17177,4,-4,1493,4.5,3,3,10,57,3,-0.103486737,0.341881579
17178,17178,1,4,1484,-4.5,3,3,10,11,10,0.103799859,0.699036881
17179,17179,2,4,1453,-4.5,3,3,10,16,5,0.104900556,0.685784658
17180,17180,3,4,1443,-4.5,3,3,10,16,5,0.105263158,0.682469448
17181,17181,4,4,1440,-4.5,3,3,10,16,5,0.105372674,0.690579199
17182,17182,1,-4,1427,4.5,3,3,10,41,10,-0.105851225,0.331362935
17183,17183,1,-4,1403,4.5,3,3,10,70,10,-0.106752103,0.41358249
17184,17184,1,-4,1365,4.5,3,3,10,93,7,-0.108226756,0.475141844
17185,17185,2,-4,1356,4.5,3,3,10,78,22,-0.108585058,0.404337226
17186,17186,0,2,1350,4.5,3,3,16,85,0,0.054412956,0.618443549
17187,17187,0,-3,1350,-4.5,3,3,17,65,0,-0.081619434,0.496723999
17188,17188,1,-3,1350,-4.5,3,3,17,25,10,-0.081619434,0.474823625
17189,17189,2,-3,1317,-4.5,3,3,17,25,10,-0.082634908,0.472705618
17190,17190,1,-3,1297,-4.5,3,3,17,37,10,-0.083269107,0.476741915
17191,17191,2,-3,1287,-4.5,3,3,17,37,10,-0.083591732,0.47569182
17192,17192,3,-3,1245,-4.5,3,3,17,43,4,-0.084988905,0.490206023
17193,17193,4,-3,1239,-4.5,3,3,17,43,4,-0.085194275,0.483871019
17194,17194,1,3,1228,4.5,3,3,17,21,10,0.085574686,0.601242957
17195,17195,1,3,1200,4.5,3,3,17,33,10,0.086566479,0.604895251
17196,17196,2,3,1162,4.5,3,3,17,37,6,0.087969353,0.601271937
17197,17197,3,3,1150,4.5,3,3,17,37,6,0.088426736,0.594087238
17198,17198,4,3,1144,4.5,3,3,17,37,6,0.088658119,0.595849089
17199,17199,1,-3,1132,-4.5,3,3,17,14,10,-0.089126387,0.4761273
17200,17200,2,-3,1100,-4.5,3,3,17,16,8,-0.090412316,0.477491176
17201,17201,3,-3,1095,-4.5,3,3,17,16,8,-0.090618314,0.473759931
17202,17202,1,-3,1055,-4.5,3,3,17,31,10,-0.092318618,0.469817285
17203,17203,2,-3,1014,-4.5,3,3,17,32,9,-0.094164723,0.455952141
17204,17204,1,-3,984,-4.5,3,3,17,57,10,-0.095587948,0.517461984
17205,17205,1,-3,960,-4.5,3,3,17,71,10,-0.096774194,0.520902494
17206,17206,2,-3,955,-4.5,3,3,17,71,10,-0.097026934,0.513214331
17207,17207,3,-3,909,-4.5,3,3,17,75,6,-0.099449032,0.510770708
17208,17208,3,-3,900,-4.5,3,3,17,70,11,-0.099944491,0.495470005
17209,17209,4,-3,863,-4.5,3,3,17,71,10,-0.102062073,0.487092048
17210,17210,1,3,858,4.5,3,3,17,37,10,0.102358679,0.60297367
17211,17211,2,3,827,4.5,3,3,17,46,1,0.104257207,0.621279884
17212,17212,1,3,790,4.5,3,3,17,48,10,0.10666772,0.622733676
17213,17213,2,3,749,4.5,3,3,17,53,5,0.109544512,0.623101906
17214,17214,3,3,703,4.5,3,3,17,51,7,0.113066754,0.620344048
17215,17215,4,3,671,4.5,3,3,17,56,2,0.115727512,0.63291366
17216,17216,1,-3,662,-4.5,3,3,17,17,10,-0.116510346,0.437986208
17217,17217,1,-3,639,-4.5,3,3,17,36,10,-0.118585412,0.44876374
17218,17218,2,-3,597,-4.5,3,3,17,41,5,-0.122679123,0.454804004
17219,17219,1,3,589,4.5,3,3,17,62,10,0.123508045,0.728482086
17220,17220,0,9,574,4.5,3,3,23,85,0,0.375325945,0.843208484
17221,17221,0,-10,574,-4.5,3,3,24,65,0,-0.417028828,0.270449339
17222,17222,1,-10,569,-4.5,3,3,24,17,10,-0.418853908,0.191414251
17223,17223,2,-10,564,-4.5,3,3,24,17,10,-0.420703162,0.187152455
17224,17224,3,-10,538,-4.5,3,3,24,19,8,-0.430730492,0.185302136
17225,17225,4,-10,503,-4.5,3,3,24,20,7,-0.445435403,0.18421263
17226,17226,1,10,490,4.5,3,3,24,50,10,0.451293682,0.911968985
17227,17227,2,10,451,4.5,3,3,24,55,5,0.470360434,0.914283882
17228,17228,3,10,410,4.5,3,3,24,56,4,0.493263624,0.910975619
17229,17229,1,10,370,4.5,3,3,24,62,10,0.519174132,0.93087051
17230,17230,2,10,361,4.5,3,3,24,62,10,0.525588331,0.929384334
17231,17231,1,10,327,4.5,3,3,24,75,10,0.55215763,0.941567509
17232,17232,2,10,285,4.5,3,3,24,77,8,0.591312396,0.946554021
17233,17233,1,10,277,4.5,3,3,24,87,10,0.599760144,0.946452255
17234,17234,2,10,236,4.5,3,3,24,90,7,0.649569802,0.948241146
17235,17235,3,10,191,4.5,3,3,24,91,6,0.721687836,0.950498039
17236,17236,1,10,148,4.5,3,3,24,98,2,0.819231921,0.944396853
17237,17237,2,10,138,4.5,3,3,24,99,1,0.84818893,0.942885496
17238,17238,0,16,134,4.5,3,3,30,85,0,1.377060745,0.944222756
17239,17239,0,-17,134,-4.5,2,2,31,65,0,-1.463127042,0.031198001
17240,17240,1,-17,134,-4.5,2,2,31,25,10,-1.463127042,0.013575908
17241,17241,2,-17,130,-4.5,2,2,31,25,10,-1.485296896,0.01290275
17242,17242,3,-17,128,-4.5,2,2,31,25,10,-1.496766541,0.013309306
17243,17243,1,-17,120,-4.5,2,2,31,30,10,-1.545454545,0.015304773
17244,17244,2,-17,115,-4.5,2,2,31,30,10,-1.578410375,0.015559002
17245,17245,3,-17,97,-4.5,2,2,31,35,5,-1.717259326,0.022210968
17246,17246,1,-17,91,-4.5,2,2,31,42,10,-1.772372519,0.021197282
17247,17247,1,-17,91,-4.5,2,2,31,47,5,-1.772372519,0.026446672
17248,17248,1,-17,83,-4.5,1,1,31,57,10,-1.854852067,0.022237942
17249,17249,1,-17,57,-4.5,1,1,31,69,10,-2.232209359,0.040224077
17250,17250,2,-17,51,-4.5,1,1,31,69,10,-2.357475834,0.040462656
17251,17251,3,-17,47,-4.5,1,1,31,69,10,-2.453738644,0.042175228
17252,17252,4,-17,42,-4.5,1,1,31,69,10,-2.592475696,0.042313217
17253,17253,4,-17,42,-4.5,1,1,31,74,5,-2.592475696,0.05229645
17254,17254,1,17,38,4.5,3,3,31,26,10,2.722178615,0.981318909
17255,17255,0,NA,0,4.5,3,3,NA,74,0,NA,NA
17256,17256,0,0,3600,3,3,3,0,65,0,0,0.445018255
17257,17257,1,0,3596,3,3,3,0,21,10,0,0.413503938
17258,17258,2,0,3564,3,3,3,0,21,10,0,0.408323652
17259,17259,1,0,3559,3,3,3,0,26,10,0,0.421242138
17260,17260,1,0,3541,3,3,3,0,19,17,0,0.395322896
17261,17261,2,0,3505,3,3,3,0,25,11,0,0.402470213
17262,17262,3,0,3500,3,3,3,0,25,11,0,0.394819682
17263,17263,1,0,3470,3,3,3,0,36,10,0,0.42610604
17264,17264,1,0,3436,3,3,3,0,41,5,0,0.428357347
17265,17265,2,0,3411,3,3,3,0,43,3,0,0.428047458
17266,17266,2,0,3395,3,3,3,0,33,13,0,0.40296363
17267,17267,3,0,3374,3,3,3,0,38,8,0,0.420076381
17268,17268,4,0,3364,3,3,3,0,38,8,0,0.424123282
17269,17269,4,0,3364,3,3,3,0,43,3,0,0.423472396
17270,17270,1,0,3354,-3,3,3,0,20,10,0,0.618503292
17271,17271,2,0,3322,-3,3,3,0,22,8,0,0.615967844
17272,17272,3,0,3288,-3,3,3,0,28,2,0,0.62110389
17273,17273,4,0,3283,-3,3,3,0,28,2,0,0.614246748
17274,17274,1,0,3275,3,3,3,0,27,10,0,0.42524676
17275,17275,2,0,3232,3,3,3,0,20,17,0,0.397578175
17276,17276,2,0,3212,3,3,3,0,10,27,0,0.365612119
17277,17277,3,0,3174,3,3,3,0,12,25,0,0.371254378
17278,17278,4,0,3144,3,3,3,0,28,9,0,0.414642791
17279,17279,1,0,3135,-3,3,3,0,29,10,0,0.618854101
17280,17280,2,0,3101,-3,3,3,0,33,6,0,0.623306173
17281,17281,1,0,3067,-3,3,3,0,49,10,0,0.629504829
17282,17282,2,0,3024,-3,3,3,0,50,9,0,0.623822652
17283,17283,3,0,2980,-3,3,3,0,55,4,0,0.638482719
17284,17284,4,0,2936,-3,3,3,0,52,7,0,0.620680137
17285,17285,1,0,2901,-3,3,3,0,61,10,0,0.650257888
17286,17286,2,0,2854,-3,3,3,0,62,9,0,0.642634937
17287,17287,1,0,2827,-3,3,3,0,81,10,0,0.668580942
17288,17288,2,0,2786,-3,3,3,0,81,10,0,0.664340671
17289,17289,3,0,2779,-3,3,3,0,81,10,0,0.659781617
17290,17290,4,0,2771,-3,3,3,0,81,10,0,0.643010854
17291,17291,1,0,2765,3,3,3,0,26,10,0,0.416612655
17292,17292,2,0,2730,3,3,3,0,25,11,0,0.402593739
17293,17293,3,0,2700,3,3,3,0,25,11,0,0.398698316
17294,17294,3,0,2700,3,3,3,0,20,16,0,0.398439887
17295,17295,1,0,2670,3,3,3,0,40,10,0,0.427616161
17296,17296,1,0,2639,3,3,3,0,65,10,0,0.46606698
17297,17297,2,0,2607,3,3,3,0,69,6,0,0.474235013
17298,17298,1,0,2590,3,3,3,0,84,10,0,0.488618275
17299,17299,2,0,2556,3,3,3,0,89,5,0,0.489231992
17300,17300,0,6,2546,3,3,3,6,85,0,0.11888766,0.656569072
17301,17301,0,-7,2546,-3,3,3,7,65,0,-0.13870227,0.436257209
17302,17302,1,-7,2541,-3,3,3,7,18,10,-0.138838613,0.37800183
17303,17303,2,-7,2534,-3,3,3,7,18,10,-0.139030171,0.376847404
17304,17304,3,-7,2494,-3,3,3,7,24,4,-0.14014021,0.381481277
17305,17305,4,-7,2488,-3,3,3,7,24,4,-0.14030902,0.397194591
17306,17306,1,7,2479,3,3,3,7,26,10,0.140563383,0.612115942
17307,17307,2,7,2475,3,3,3,7,26,10,0.140676877,0.611710327
17308,17308,3,7,2443,3,3,3,7,35,1,0.141594844,0.643750724
17309,17309,1,7,2413,3,3,3,7,38,10,0.142471963,0.633467683
17310,17310,2,7,2376,3,3,3,7,47,1,0.143576529,0.675807102
17311,17311,1,7,2331,3,3,3,7,49,10,0.144955189,0.672885287
17312,17312,2,7,2325,3,3,3,7,49,10,0.145142027,0.672433025
17313,17313,3,7,2285,3,3,3,7,56,3,0.146406355,0.672566153
17314,17314,3,7,2265,3,3,3,7,51,8,0.147051036,0.667459181
17315,17315,1,7,2238,3,3,3,7,78,10,0.147935019,0.716095594
17316,17316,2,7,2208,3,3,3,7,87,1,0.14893617,0.726649819
17317,17317,1,7,2166,3,3,3,7,89,10,0.150372557,0.710144649
17318,17318,2,7,2131,3,3,3,7,89,10,0.151601829,0.705140872
17319,17319,3,7,2092,3,3,3,7,90,9,0.153007749,0.682946451
17320,17320,4,7,2086,3,3,3,7,90,9,0.153227535,0.662838245
17321,17321,0,-10,2082,-3,2,2,10,65,0,-0.219106552,0.24011886
17322,17322,1,-10,2082,-3,2,2,10,25,10,-0.219106552,0.225499393
17323,17323,1,-10,2052,-3,2,2,10,36,10,-0.220701622,0.230460044
17324,17324,1,-10,2024,-3,2,2,10,49,10,-0.222222222,0.23917186
17325,17325,1,-10,2001,-3,2,2,10,49,10,-0.223495078,0.24137654
17326,17326,2,-10,1997,-3,2,2,10,49,10,-0.223718685,0.240395032
17327,17327,3,-10,1956,-3,2,2,10,39,20,-0.226050039,0.243932191
17328,17328,4,-10,1920,-3,2,2,10,53,6,-0.228158324,0.232171048
17329,17329,1,10,1915,3,3,3,10,47,10,0.228455831,0.769745842
17330,17330,2,10,1876,3,3,3,10,52,5,0.230817038,0.77009781
17331,17331,1,10,1870,3,3,3,10,58,10,0.231186839,0.796118168
17332,17332,2,10,1846,3,3,3,10,66,2,0.232684017,0.813836643
17333,17333,1,10,1842,3,3,3,10,71,10,0.232936386,0.806912671
17334,17334,1,10,1836,3,2,2,10,89,10,0.233316483,0.847374634
17335,17335,1,10,1831,3,2,2,10,94,6,0.233634657,0.85266661
17336,17336,2,10,1826,3,1,1,10,98,2,0.233954135,0.852630593
17337,17337,0,16,1821,3,1,1,16,85,0,0.374839885,0.906781311
17338,17338,0,-17,1821,-3,2,2,17,65,0,-0.398267378,0.163380521
17339,17339,1,-17,1815,-3,2,2,17,19,10,-0.398924766,0.114602887
17340,17340,1,-17,1809,-3,1,1,17,30,10,-0.399585421,0.13372057
17341,17341,2,-17,1803,-3,1,1,17,37,3,-0.400249368,0.128310728
17342,17342,0,NA,1800,NA,1,NA,NA,63,0,NA,NA
17343,17343,0,-17,1800,-3,3,3,17,65,0,-0.400582585,0.214587627
17344,17344,1,-17,1794,-3,3,3,17,28,10,-0.401251524,0.122639239
17345,17345,2,-17,1760,-3,3,3,17,30,8,-0.40510653,0.111682774
17346,17346,3,-17,1720,-3,3,3,17,33,5,-0.409787292,0.108521691
17347,17347,1,-17,1675,-3,3,3,17,49,10,-0.415252173,0.118866388
17348,17348,2,-17,1648,-3,3,3,17,55,4,-0.418637949,0.14150762
17349,17349,1,-17,1619,-3,3,3,17,59,10,-0.422368396,0.144535989
17350,17350,1,-17,1586,-3,3,3,17,80,10,-0.426737155,0.183206661
17351,17351,2,-17,1549,-3,3,3,17,83,7,-0.431800432,0.174686188
17352,17352,3,-17,1544,-3,3,3,17,83,7,-0.432498574,0.173563553
17353,17353,4,-17,1539,-3,3,3,17,83,7,-0.433200113,0.167998424
17354,17354,1,17,1535,3,3,3,17,26,10,0.433763809,0.930287836
17355,17355,1,17,1535,3,3,3,17,21,15,0.433763809,0.922998369
17356,17356,2,17,1530,3,3,3,17,21,15,0.434471533,0.923224422
17357,17357,3,17,1489,3,3,3,17,33,3,0.440408596,0.932030077
17358,17358,1,17,1449,3,3,3,17,39,10,0.446441872,0.940866428
17359,17359,2,17,1415,3,3,3,17,41,8,0.451769903,0.935259508
17360,17360,3,17,1411,3,3,3,17,41,8,0.452409351,0.935761041
17361,17361,1,17,1379,3,3,3,17,50,10,0.457624617,0.941512377
17362,17362,2,17,1339,3,3,3,17,52,8,0.46440461,0.939833338
17363,17363,1,17,1299,3,3,3,17,61,10,0.471495167,0.957000542
17364,17364,1,17,1255,3,3,3,17,91,9,0.479682751,0.965045667
17365,17365,2,17,1228,3,3,3,17,95,5,0.48492322,0.964612842
17366,17366,3,17,1196,3,3,3,17,99,1,0.491362316,0.959559938
17367,17367,4,17,1154,3,3,3,17,97,3,0.500216403,0.954821546
17368,17368,0,-20,1152,-3,3,3,20,65,0,-0.589000064,0.064645143
17369,17369,1,-20,1147,-3,3,3,20,24,10,-0.590281336,0.03971764
17370,17370,2,-20,1111,-3,3,3,20,33,1,-0.599760144,0.04312413
17371,17371,1,-20,1086,-3,3,3,20,42,10,-0.606617903,0.044933149
17372,17372,1,-20,1048,-3,3,3,20,52,10,-0.617507521,0.042777759
17373,17373,2,-20,1013,-3,3,3,20,60,2,-0.628074293,0.045533773
17374,17374,1,-20,990,-3,3,3,20,76,10,-0.635320938,0.052808422
17375,17375,1,-20,944,-3,3,3,20,90,10,-0.650600049,0.048408152
17376,17376,2,-20,900,-3,3,3,20,90,10,-0.666296605,0.046163428
17377,17377,3,-20,882,-3,3,3,20,99,1,-0.673053588,0.050311925
17378,17378,4,-20,876,-3,3,3,20,99,1,-0.675352013,0.051934153
17379,17379,1,20,872,3,2,2,20,6,10,0.676897443,0.978258398
17380,17380,2,20,839,3,2,2,20,9,7,0.690065559,0.980116801
17381,17381,1,20,803,3,2,2,20,22,10,0.705345616,0.981015502
17382,17382,2,20,764,3,2,2,20,23,9,0.723101526,0.982516044
17383,17383,1,20,732,3,2,2,20,50,10,0.738716855,0.986739745
17384,17384,1,20,713,3,2,2,20,55,5,0.748481189,0.985150662
17385,17385,1,20,681,3,2,2,20,62,10,0.765839581,0.987113976
17386,17386,1,20,652,3,2,2,20,76,10,0.78266048,0.987284745
17387,17387,1,20,632,3,2,2,20,66,20,0.794928634,0.956094089
17388,17388,2,20,626,3,2,2,20,66,20,0.798723064,0.956008074
17389,17389,3,20,597,3,2,2,20,77,9,0.81786082,0.987787973
17390,17390,4,20,560,3,2,2,20,80,6,0.844400662,0.983215367
17391,17391,0,-23,555,-3,2,2,23,65,0,-0.975417269,0.032979743
17392,17392,1,-23,549,-3,2,2,23,12,10,-0.980723295,0.011131583
17393,17393,2,-23,521,-3,2,2,23,17,5,-1.006682652,0.011326694
17394,17394,3,-23,479,-3,2,2,23,21,1,-1.049801569,0.011173455
17395,17395,1,-23,455,-3,2,2,23,25,10,-1.077073683,0.010020951
17396,17396,1,-23,424,-3,2,2,23,39,10,-1.115663875,0.009143585
17397,17397,1,-23,397,-3,2,2,23,61,10,-1.152885826,0.014145806
17398,17398,2,-23,366,-3,2,2,23,60,11,-1.200590227,0.015897152
17399,17399,1,-23,344,-3,2,2,23,75,10,-1.238278375,0.01991553
17400,17400,1,-23,312,-3,2,2,23,87,10,-1.300036864,0.021452481
17401,17401,2,-23,281,-3,2,2,23,93,4,-1.369630069,0.02605053
17402,17402,1,-23,253,-3,2,2,23,99,1,-1.443148352,0.034416356
17403,17403,0,-17,249,-3,2,2,29,85,0,-1.075174404,0.038255561
17404,17404,0,16,249,3,1,1,30,65,0,1.011928851,0.95849242
17405,17405,1,16,247,3,1,1,30,51,10,1.016001016,0.991633713
17406,17406,2,16,241,3,1,1,30,53,8,1.028518954,0.989645097
17407,17407,3,16,233,3,0,0,30,60,1,1.045952721,0.962755032
17408,17408,1,16,196,3,0,0,30,62,10,1.1399528,0.9739296
17409,17409,2,16,153,3,0,0,30,70,2,1.289316742,0.972887227
17410,17410,1,16,120,3,0,0,30,83,10,1.454545455,0.978715048
17411,17411,2,16,78,3,0,0,30,82,11,1.800140641,0.976269283
17412,17412,3,16,39,3,0,0,30,81,12,2.529822128,0.975326644
17413,17413,0,NA,0,3,0,0,NA,81,0,NA,NA
17414,17414,0,0,3600,-5.5,3,3,0,65,0,0,0.647412626
17415,17415,1,0,3600,-5.5,3,3,0,25,10,0,0.630013558
17416,17416,2,0,3561,-5.5,3,3,0,31,4,0,0.637933697
17417,17417,1,0,3529,-5.5,3,3,0,62,10,0,0.720362602
17418,17418,2,0,3490,-5.5,3,3,0,63,9,0,0.709398636
17419,17419,1,0,3452,-5.5,3,3,0,83,10,0,0.776427126
17420,17420,2,0,3417,-5.5,3,3,0,85,8,0,0.771210766
17421,17421,3,0,3412,-5.5,3,3,0,85,8,0,0.762330395
17422,17422,4,0,3382,-5.5,3,3,0,91,2,0,0.732799306
17423,17423,0,-3,3378,5.5,3,3,3,65,0,-0.051609204,0.386225198
17424,17424,1,-3,3378,5.5,3,3,3,25,10,-0.051609204,0.317985258
17425,17425,1,-3,3347,5.5,3,3,3,15,20,-0.051847585,0.335114844
17426,17426,1,-3,3317,5.5,3,3,3,9,26,-0.05208145,0.308408959
17427,17427,1,-3,3296,5.5,3,3,3,5,30,-0.052247051,0.294586986
17428,17428,1,-3,3272,5.5,3,3,3,2,33,-0.052438258,0.275122685
17429,17429,2,-3,3229,5.5,3,3,3,4,31,-0.052786151,0.262436562
17430,17430,1,3,3219,-5.5,3,3,3,42,10,0.052868053,0.738940357
17431,17431,2,3,3179,-5.5,3,3,3,45,7,0.053199518,0.747285682
17432,17432,3,3,3136,-5.5,3,3,3,43,9,0.053562889,0.763741353
17433,17433,4,3,3130,-5.5,3,3,3,43,9,0.053614187,0.767471717
17434,17434,4,3,3120,-5.5,3,3,3,33,19,0.05370001,0.764034809
17435,17435,1,-3,3106,5.5,3,3,3,45,10,-0.053820859,0.275350594
17436,17436,2,-3,3100,5.5,3,3,3,45,10,-0.053872902,0.269185116
17437,17437,3,-3,3056,5.5,3,3,3,47,8,-0.054259219,0.262624137
17438,17438,4,-3,3019,5.5,3,3,3,39,16,-0.054590589,0.266736016
17439,17439,1,3,3005,-5.5,3,3,3,7,10,0.054717566,0.748905937
17440,17440,2,3,2966,-5.5,3,3,3,10,7,0.055076011,0.75515017
17441,17441,1,3,2932,-5.5,3,3,3,42,10,0.055394318,0.781165993
17442,17442,2,3,2889,-5.5,3,3,3,50,2,0.0558049,0.783938451
17443,17443,3,3,2885,-5.5,3,3,3,50,2,0.055843559,0.781918086
17444,17444,4,3,2850,-5.5,3,3,3,42,10,0.056185292,0.779337792
17445,17445,1,-3,2839,5.5,3,3,3,5,10,-0.056293997,0.244771996
17446,17446,2,-3,2798,5.5,3,3,3,7,8,-0.056704798,0.239987485
17447,17447,3,-3,2761,5.5,3,3,3,11,4,-0.057083345,0.244796375
17448,17448,1,-3,2719,5.5,3,3,3,24,10,-0.057522374,0.249636197
17449,17449,1,-3,2700,5.5,3,3,3,50,10,-0.057724338,0.268503571
17450,17450,1,-3,2675,5.5,3,3,3,67,10,-0.05799335,0.305422724
17451,17451,2,-3,2672,5.5,3,3,3,67,10,-0.058025885,0.307550374
17452,17452,3,-3,2626,5.5,3,3,3,57,20,-0.058531711,0.27192698
17453,17453,4,-3,2599,5.5,3,3,3,68,9,-0.058834841,0.297605249
17454,17454,0,0,2595,-5.5,3,3,6,65,0,0,0.706470891
17455,17455,1,0,2590,-5.5,3,3,6,19,10,0,0.697543577
17456,17456,1,0,2554,-5.5,3,3,6,30,10,0,0.706690163
17457,17457,1,0,2522,-5.5,3,3,6,47,10,0,0.718653078
17458,17458,1,0,2476,-5.5,3,3,6,78,10,0,0.772226779
17459,17459,2,0,2430,-5.5,3,3,6,82,6,0,0.771605999
17460,17460,1,0,2404,-5.5,3,3,6,90,10,0,0.780482583
17461,17461,1,0,2398,-5.5,3,3,6,95,5,0,0.787843262
17462,17462,2,0,2360,-5.5,3,3,6,93,7,0,0.780259616
17463,17463,0,6,2354,-5.5,3,3,12,85,0,0.123639088,0.790324803
17464,17464,0,-7,2354,5.5,3,3,13,65,0,-0.144245603,0.226899176
17465,17465,1,-7,2354,5.5,3,3,13,25,10,-0.144245603,0.20421153
17466,17466,2,-7,2318,5.5,3,3,13,28,7,-0.145360921,0.211810211
17467,17467,3,-7,2311,5.5,3,3,13,28,7,-0.145580808,0.208292752
17468,17468,4,-7,2306,5.5,3,3,13,28,7,-0.145738482,0.212890618
17469,17469,1,7,2297,-5.5,3,3,13,31,10,0.146023592,0.855554802
17470,17470,2,7,2254,-5.5,3,3,13,35,6,0.14740926,0.858192346
17471,17471,3,7,2211,-5.5,3,3,13,40,1,0.148835139,0.867195621
17472,17472,4,7,2188,-5.5,3,3,13,40,1,0.149615008,0.859001384
17473,17473,1,-7,2180,5.5,3,3,13,20,10,-0.149889154,0.216864238
17474,17474,2,-7,2146,5.5,3,3,13,26,4,-0.151071318,0.225301542
17475,17475,1,-7,2120,5.5,3,3,13,31,10,-0.151994441,0.22573989
17476,17476,2,-7,2097,5.5,3,3,13,40,1,-0.152825314,0.241957193
17477,17477,3,-7,2078,5.5,3,3,13,40,1,-0.153522062,0.2308729
17478,17478,1,-7,2056,5.5,3,3,13,42,10,-0.154340852,0.239021584
17479,17479,2,-7,2009,5.5,3,3,13,36,16,-0.156134908,0.209084692
17480,17480,0,-1,1999,5.5,3,3,19,85,0,-0.02236068,0.436702817
17481,17481,0,0,1999,-5.5,3,3,20,65,0,0,0.672382892
17482,17482,1,0,1999,-5.5,3,3,20,25,10,0,0.627126479
17483,17483,2,0,1967,-5.5,3,3,20,32,3,0,0.627202479
17484,17484,3,0,1924,-5.5,3,3,20,34,1,0,0.629102793
17485,17485,4,0,1919,-5.5,3,3,20,34,1,0,0.622919708
17486,17486,1,0,1912,5.5,3,3,20,20,10,0,0.404747931
17487,17487,1,0,1904,5.5,3,3,20,36,10,0,0.413130639
17488,17488,1,0,1868,5.5,3,3,20,82,10,0,0.478127391
17489,17489,2,0,1846,5.5,3,3,20,86,6,0,0.481655335
17490,17490,2,0,1841,5.5,3,3,20,81,11,0,0.472119817
17491,17491,3,0,1834,5.5,2,2,20,89,3,0,0.488659342
17492,17492,1,0,1830,5.5,2,2,20,99,1,0,0.534705166
17493,17493,2,0,1826,5.5,1,1,20,96,4,0,0.501326246
17494,17494,0,6,1822,5.5,1,1,26,85,0,0.140526399,0.699208215
17495,17495,0,-7,1822,-5.5,2,2,27,65,0,-0.163947465,0.425928496
17496,17496,1,-7,1822,-5.5,2,2,27,25,10,-0.163947465,0.385071067
17497,17497,0,NA,1800,NA,2,NA,NA,75,0,NA,NA
17498,17498,0,7,1800,5.5,3,3,27,65,0,0.16494577,0.696777688
17499,17499,1,7,1794,5.5,3,3,27,19,10,0.165221216,0.66845708
17500,17500,2,7,1751,5.5,3,3,27,21,8,0.167236469,0.672734025
17501,17501,1,7,1729,5.5,3,3,27,35,10,0.168296463,0.682453685
17502,17502,1,7,1689,5.5,3,3,27,45,10,0.170276489,0.678497276
17503,17503,2,7,1667,5.5,3,3,27,52,3,0.171395737,0.676722681
17504,17504,3,7,1660,5.5,3,3,27,52,3,0.171756517,0.680670761
17505,17505,1,7,1615,5.5,3,3,27,73,10,0.174131508,0.735776712
17506,17506,1,7,1573,5.5,3,3,27,94,6,0.176439442,0.755217044
17507,17507,2,7,1529,5.5,3,3,27,96,4,0.178958497,0.76300004
17508,17508,2,7,1494,5.5,3,3,27,91,9,0.18104121,0.76191098
17509,17509,3,7,1489,5.5,3,3,27,91,9,0.181344716,0.757502469
17510,17510,0,13,1483,5.5,3,3,33,85,0,0.337463186,0.855231576
17511,17511,0,-14,1483,-5.5,3,3,34,65,0,-0.363421892,0.2228409
17512,17512,1,-14,1483,-5.5,3,3,34,25,10,-0.363421892,0.170425756
17513,17513,2,-14,1479,-5.5,3,3,34,25,10,-0.363912671,0.164914585
17514,17514,3,-14,1438,-5.5,3,3,34,31,4,-0.369060562,0.15083552
