,X,Down,Score,Seconds,Spread,TIMO,TIMD,TOTp,Yardline,YTG,AdjustedScore,win_probs
1,1,0,0,3600,9,3,3,0,65,0,0,0.277393954
2,2,1,0,3595,9,3,3,0,27,10,0,0.250381332
3,3,2,0,3589,9,3,3,0,27,10,0,0.24417808
4,4,3,0,3554,9,3,3,0,35,2,0,0.26649034
5,5,1,0,3532,9,3,3,0,43,10,0,0.273906261
6,6,2,0,3506,9,3,3,0,46,7,0,0.260829213
7,7,1,0,3482,9,3,3,0,65,10,0,0.278533693
8,8,2,0,3455,9,3,3,0,70,5,0,0.282414797
9,9,1,0,3444,9,3,3,0,86,10,0,0.31995487
10,10,1,0,3441,9,3,3,0,98,2,0,0.383983681
11,11,1,0,3437,9,3,3,0,98,2,0,0.384498341
12,12,2,0,3432,9,3,3,0,98,2,0,0.387609284
13,13,0,6,3428,9,3,3,6,85,0,0.102463104,0.511714337
14,14,0,-7,3428,-9,3,3,7,65,0,-0.119540288,0.638635752
15,15,1,-7,3428,-9,3,3,7,25,10,-0.119540288,0.638124933
16,16,1,7,3420,9,3,3,7,68,10,0.119679979,0.421853615
17,17,2,7,3415,9,3,3,7,68,10,0.119767534,0.419813067
18,18,3,7,3381,9,3,3,7,71,7,0.120368054,0.433666811
19,19,1,7,3338,9,3,3,7,81,10,0.121140631,0.489383281
20,20,2,7,3334,9,3,3,7,81,10,0.121213257,0.491376166
21,21,3,7,3293,9,3,3,7,80,11,0.121965287,0.504245646
22,22,3,7,3289,9,3,3,7,85,6,0.122039408,0.50556824
23,23,4,7,3274,9,3,3,7,90,1,0.122318568,0.499131432
24,24,1,-7,3265,-9,3,3,7,10,10,-0.122486986,0.631003729
25,25,2,-7,3228,-9,3,3,7,19,1,-0.123186756,0.650771963
26,26,1,-7,3185,-9,3,3,7,23,10,-0.124015267,0.647574907
27,27,1,-7,3158,-9,3,3,7,37,10,-0.12454412,0.663629687
28,28,2,-7,3125,-9,3,3,7,45,2,-0.125199776,0.67652142
29,29,1,-7,3094,-9,3,3,7,50,10,-0.125825224,0.665050953
30,30,2,-7,3051,-9,3,3,7,59,1,-0.126708507,0.674515941
31,31,1,-7,3013,-9,3,3,7,62,10,-0.127504765,0.677431645
32,32,1,-7,2971,-9,3,3,7,73,10,-0.128402547,0.710966582
33,33,1,-7,2936,-9,3,3,7,91,9,-0.129165362,0.768535288
34,34,2,-7,2927,-9,3,3,7,91,9,-0.129363722,0.763684156
35,35,3,-7,2890,-9,3,3,7,93,7,-0.130188911,0.747495121
36,36,0,-1,2883,-9,3,3,13,85,0,-0.018620973,0.7405059
37,37,0,0,2883,9,3,3,14,65,0,0,0.271515402
38,38,1,0,2883,9,3,3,14,25,10,0,0.25267138
39,39,2,0,2852,9,3,3,14,28,7,0,0.250605933
40,40,1,0,2825,9,3,3,14,55,10,0,0.26109578
41,41,1,0,2796,9,3,3,14,70,10,0,0.267646452
42,42,1,0,2770,9,3,3,14,83,10,0,0.312503817
43,43,1,0,2742,9,3,3,14,88,5,0,0.327775467
44,44,2,0,2737,9,3,3,14,88,5,0,0.32171576
45,45,3,0,2723,9,3,3,14,92,1,0,0.360462929
46,46,4,0,2700,9,3,3,14,92,1,0,0.368134691
47,47,0,-3,2696,-9,3,3,17,65,0,-0.057767129,0.699182307
48,48,1,-3,2691,-9,3,3,17,45,10,-0.057820751,0.714992017
49,49,2,-3,2684,-9,3,3,17,45,10,-0.057896073,0.712316316
50,50,3,-3,2647,-9,3,3,17,49,6,-0.058299156,0.726081715
51,51,4,-3,2602,-9,3,3,17,46,9,-0.058800927,0.695684741
52,52,1,3,2597,9,3,3,17,18,10,0.058857482,0.341869413
53,53,2,3,2569,9,3,3,17,22,6,0.059177238,0.360561268
54,54,3,3,2529,9,3,3,17,26,2,0.059643208,0.362747384
55,55,1,3,2491,9,3,3,17,48,10,0.060096231,0.375100594
56,56,2,3,2483,9,3,3,17,48,10,0.060192927,0.374984294
57,57,3,3,2444,9,3,3,17,48,10,0.060671094,0.372556863
58,58,1,3,2397,9,3,3,17,64,10,0.061262775,0.403396499
59,59,1,3,2357,9,3,3,17,80,10,0.061780206,0.426650803
60,60,2,3,2318,9,3,3,17,89,1,0.062297538,0.483132192
61,61,1,3,2295,9,3,3,17,93,7,0.06260879,0.491619878
62,62,2,3,2262,9,3,3,17,95,5,0.063063632,0.513453128
63,63,1,3,2251,9,3,3,17,98,2,0.063217463,0.533104209
64,64,0,9,2247,9,3,3,23,85,0,0.189821043,0.564546797
65,65,0,-10,2247,-9,3,3,24,65,0,-0.21091227,0.629942857
66,66,1,-10,2242,-9,3,3,24,23,10,-0.211147218,0.63462091
67,67,2,-10,2207,-9,3,3,24,26,7,-0.212814133,0.637163112
68,68,1,-10,2171,-9,3,3,24,36,10,-0.214570538,0.655074073
69,69,2,-10,2129,-9,3,3,24,37,9,-0.216675695,0.646311533
70,70,3,-10,2085,-9,3,3,24,41,5,-0.21894894,0.632635713
71,71,4,-10,2037,-9,3,3,24,29,17,-0.221512332,0.569361108
72,72,1,10,2024,9,3,3,24,40,10,0.222222222,0.534917601
73,73,2,10,1986,9,3,3,24,44,6,0.224337082,0.539233237
74,74,3,10,1979,9,3,3,24,44,6,0.224733287,0.540365355
75,75,4,10,1975,9,3,3,24,44,6,0.224960635,0.550642899
76,76,1,-10,1967,-9,3,3,24,8,10,-0.225417409,0.531408317
77,77,1,-10,1949,-9,3,3,24,4,14,-0.226455407,0.515821978
78,78,2,-10,1927,-9,3,3,24,11,7,-0.227743759,0.522303275
79,79,1,-10,1920,-9,3,3,24,20,10,-0.228158324,0.523825842
80,80,1,-10,1893,-9,3,3,24,34,10,-0.229778829,0.54217989
81,81,1,-10,1890,-9,3,3,24,47,10,-0.229961025,0.577287407
82,82,2,-10,1861,-9,3,3,24,54,3,-0.231744887,0.576089991
83,83,3,-10,1857,-9,3,3,24,54,3,-0.231994209,0.57194712
84,84,1,-10,1849,-9,2,2,24,66,10,-0.232495277,0.558337187
85,85,2,-10,1845,-9,2,2,24,70,6,-0.232747032,0.558271455
86,86,3,-10,1837,-9,2,2,24,71,5,-0.233253004,0.543569323
87,87,1,-10,1828,-9,2,2,24,79,10,-0.233826187,0.603877653
88,88,1,-10,1823,-9,2,2,24,99,1,-0.234146453,0.587993245
89,89,2,-10,1817,-9,1,1,24,97,3,-0.234532515,0.552364233
90,90,0,-4,1813,-9,1,1,30,85,0,-0.093916381,0.586272858
91,91,0,3,1813,9,2,2,31,65,0,0.070437286,0.564034643
92,92,1,3,1808,9,2,2,31,18,10,0.070534562,0.479781139
93,93,0,NA,1800,NA,1,NA,NA,82,0,NA,NA
94,94,0,-3,1800,-9,3,3,31,65,0,-0.070691044,0.655843903
95,95,1,-3,1800,-9,3,3,31,25,10,-0.070691044,0.603690859
96,96,1,-3,1763,-9,3,3,31,35,10,-0.071428571,0.61875739
97,97,1,-3,1737,-9,3,3,31,25,20,-0.071960864,0.544352944
98,98,2,-3,1701,-9,3,3,31,32,13,-0.072717925,0.574709704
99,99,3,-3,1654,-9,3,3,31,40,5,-0.073743247,0.629853846
100,100,4,-3,1619,-9,3,3,31,44,1,-0.074535599,0.651317708
101,101,1,3,1613,9,3,3,31,17,10,0.074674013,0.419969588
102,102,2,3,1606,9,3,3,31,17,10,0.074836474,0.419243371
103,103,1,3,1553,9,3,3,31,28,10,0.076101943,0.435637751
104,104,2,3,1523,9,3,3,31,30,8,0.076847328,0.433493517
105,105,3,3,1483,9,3,3,31,26,12,0.07787612,0.426909925
106,106,4,3,1477,9,3,3,31,26,12,0.07803403,0.437187889
107,107,1,-3,1468,-9,3,3,31,25,10,-0.078272708,0.614078567
108,108,0,3,1459,-9,3,3,37,85,0,0.078513588,0.776890678
109,109,0,-4,1459,9,3,3,38,65,0,-0.104684785,0.278227411
110,110,1,-4,1459,9,3,3,38,25,10,-0.104684785,0.240414912
111,111,2,-4,1453,9,3,3,38,25,10,-0.104900556,0.235767756
112,112,3,-4,1413,9,3,3,38,29,6,-0.10637395,0.247672972
113,113,1,-4,1382,9,3,3,38,46,10,-0.107559531,0.274952751
114,114,2,-4,1375,9,3,3,38,46,10,-0.107832773,0.276064898
115,115,3,-4,1342,9,3,3,38,51,5,-0.109149559,0.272938661
116,116,4,-4,1334,9,3,3,38,51,5,-0.10947611,0.273174738
117,117,1,4,1328,-9,3,3,38,14,10,0.109722956,0.760556625
118,118,2,4,1300,-9,3,3,38,15,9,0.110897395,0.761479127
119,119,3,4,1293,-9,3,3,38,15,9,0.111196944,0.757442186
120,120,4,4,1289,-9,3,3,38,15,9,0.111369209,0.760753512
121,121,1,-4,1282,9,3,3,38,46,10,-0.111672609,0.286048946
122,122,1,-4,1278,9,3,3,38,51,10,-0.111847098,0.283391616
123,123,1,-4,1240,9,3,3,38,73,10,-0.113546591,0.309196655
124,124,1,-4,1235,9,3,3,38,99,1,-0.113776025,0.45204817
125,125,2,-4,1203,9,3,3,38,99,1,-0.115278084,0.447021551
126,126,0,2,1201,9,3,3,44,85,0,0.057686974,0.553058373
127,127,0,-3,1201,-9,3,3,45,65,0,-0.086530462,0.609505305
128,128,1,-3,1196,-9,3,3,45,13,10,-0.086710997,0.566151755
129,129,2,-3,1161,-9,3,3,45,11,12,-0.088007197,0.552011038
130,130,3,-3,1115,-9,3,3,45,12,11,-0.089802651,0.552946025
131,131,4,-3,1102,-9,3,3,45,11,12,-0.09033031,0.556902097
132,132,4,-3,1093,-9,3,3,45,16,7,-0.090701108,0.582381155
133,133,4,-3,1083,-9,3,3,45,21,2,-0.091118511,0.580567803
134,134,1,3,1070,9,3,3,45,28,10,0.09166985,0.427989696
135,135,1,3,1051,9,3,3,45,82,10,0.092493962,0.53571403
136,136,2,3,1020,9,3,3,45,89,3,0.093887632,0.568184725
137,137,1,3,996,9,3,3,45,93,7,0.095010953,0.576626917
138,138,2,3,957,9,3,3,45,96,4,0.0969256,0.585499016
139,139,3,3,920,9,3,3,45,90,10,0.098853361,0.559907791
140,140,4,3,912,9,3,3,45,86,14,0.099285509,0.553384052
141,141,0,-6,909,-9,3,3,48,65,0,-0.198898063,0.532450807
142,142,1,-6,904,-9,3,3,48,10,10,-0.199446749,0.456556673
143,143,1,-6,904,-9,3,3,48,5,15,-0.199446749,0.44323057
144,144,2,-6,900,-9,3,3,48,18,2,-0.199888981,0.465506522
145,145,1,-6,859,-9,3,3,48,22,10,-0.204598302,0.465037337
146,146,0,0,847,-9,3,3,54,85,0,0,0.717374518
147,147,0,-1,847,9,3,3,55,65,0,-0.034340141,0.500368281
148,148,1,-1,847,9,3,3,55,25,10,-0.034340141,0.421632147
149,149,1,-1,814,9,3,3,55,51,10,-0.035028472,0.477127638
150,150,2,-1,782,9,3,3,55,59,2,-0.035737084,0.550388683
151,151,3,-1,776,9,3,3,55,59,2,-0.0358748,0.540221267
152,152,4,-1,749,9,3,3,55,60,1,-0.036514837,0.548934491
153,153,1,1,741,-9,3,3,55,40,10,0.036711155,0.726135263
154,154,2,1,736,-9,3,3,55,40,10,0.036835473,0.719332294
155,155,3,1,696,-9,3,3,55,42,8,0.037877701,0.707208569
156,156,4,1,646,-9,3,3,55,49,1,0.039314057,0.705747481
157,157,4,1,637,-9,3,3,55,44,6,0.039590379,0.706665003
158,158,1,-1,628,9,3,3,55,13,10,-0.039872611,0.433465593
159,159,2,-1,600,9,3,3,55,15,8,-0.040790851,0.434284553
160,160,1,-1,566,9,3,3,55,29,10,-0.041996053,0.449123536
161,161,2,-1,560,9,3,3,55,29,10,-0.042220033,0.442633202
162,162,3,-1,551,9,3,3,55,29,10,-0.042562827,0.437810211
163,163,4,-1,546,9,3,3,55,29,10,-0.042756912,0.435033378
164,164,1,1,535,-9,3,3,55,40,10,0.043193421,0.754831392
165,165,2,1,500,-9,3,3,55,49,1,0.044676705,0.757554928
166,166,1,1,456,-9,3,3,55,56,10,0.046778027,0.787367976
167,167,2,1,411,-9,3,3,55,60,6,0.049266464,0.777606745
168,168,1,1,374,-9,3,3,55,85,10,0.051639778,0.83247616
169,169,2,1,366,-9,3,3,55,85,10,0.052199575,0.830754452
170,170,1,1,319,-9,2,2,55,96,4,0.055901699,0.876978473
171,171,0,7,314,-9,2,2,61,85,0,0.394405319,0.872601476
172,172,0,-8,314,9,3,3,62,65,0,-0.450748936,0.072476477
173,173,1,-8,314,9,3,3,62,25,10,-0.450748936,0.034518483
174,174,2,-8,287,9,3,3,62,18,17,-0.471404521,0.03397677
175,175,3,-8,278,9,3,3,62,18,17,-0.478947472,0.032562182
176,176,4,-8,271,9,3,3,62,18,17,-0.48507125,0.036326947
177,177,1,8,255,-9,2,2,62,21,10,0.5,0.95556183
178,178,1,8,245,-9,2,2,62,79,10,0.51006137,0.981781916
179,179,0,14,240,-9,2,2,68,85,0,0.901819277,0.95308425
180,180,0,-15,240,9,3,3,69,65,0,-0.96623494,0.019281678
181,181,1,-15,236,9,3,3,69,14,10,-0.974354704,0.010575846
182,182,2,-15,210,9,3,3,69,6,18,-1.032642586,0.008967283
183,183,3,-15,178,9,3,3,69,1,23,-1.121152639,0.016624728
184,184,4,-15,174,9,3,3,69,1,23,-1.133893419,0.024443402
185,185,1,15,164,-9,2,2,69,58,10,1.167748416,0.99321411
186,186,2,15,157,-9,2,2,69,60,8,1.193335926,0.994575337
187,187,3,15,152,-9,2,2,69,62,6,1.212678125,0.995213213
188,188,3,15,152,-9,2,2,69,67,1,1.212678125,0.994008237
189,189,1,15,120,-9,2,2,69,70,10,1.363636364,0.996165134
190,190,2,15,80,-9,2,2,69,68,12,1.666666667,0.996304893
191,191,3,15,39,-9,2,2,69,65,15,2.371708245,0.986401615
192,192,0,NA,0,-9,2,2,NA,65,0,NA,NA
193,193,0,0,3600,7.5,3,3,0,65,0,0,0.3839695
194,194,1,0,3600,7.5,3,3,0,25,10,0,0.307666577
195,195,2,0,3592,7.5,3,3,0,25,10,0,0.304341084
196,196,3,0,3558,7.5,3,3,0,28,7,0,0.304915094
197,197,1,0,3523,7.5,3,3,0,41,10,0,0.338671941
198,198,1,0,3505,7.5,3,3,0,31,20,0,0.305297797
199,199,2,0,3502,7.5,3,3,0,31,20,0,0.304970546
200,200,1,0,3468,7.5,3,3,0,52,10,0,0.347611581
201,201,1,0,3435,7.5,3,3,0,68,10,0,0.433392251
202,202,2,0,3395,7.5,3,3,0,72,6,0,0.438734025
203,203,3,0,3361,7.5,3,3,0,75,3,0,0.432327269
204,204,1,0,3333,7.5,3,3,0,85,10,0,0.447567735
205,205,1,0,3296,7.5,3,3,0,95,5,0,0.437695601
206,206,1,0,3280,7.5,3,3,0,98,2,0,0.455722405
207,207,2,0,3246,7.5,3,3,0,92,8,0,0.441998715
208,208,3,0,3242,7.5,3,3,0,92,8,0,0.438297867
209,209,1,0,3228,-7.5,3,3,0,27,10,0,0.707555945
210,210,2,0,3202,-7.5,3,3,0,30,7,0,0.709579543
211,211,3,0,3158,-7.5,3,3,0,31,6,0,0.709390187
212,212,4,0,3128,-7.5,3,3,0,33,4,0,0.716636391
213,213,1,0,3117,7.5,3,3,0,20,10,0,0.345799021
214,214,1,0,3084,7.5,3,3,0,41,10,0,0.384156431
215,215,1,0,3073,7.5,3,3,0,36,15,0,0.361889274
216,216,2,0,3039,7.5,3,3,0,39,12,0,0.373321437
217,217,3,0,3009,7.5,3,3,0,39,12,0,0.368564578
218,218,4,0,2969,7.5,3,3,0,44,7,0,0.36954283
219,219,1,0,2961,-7.5,3,3,0,16,10,0,0.697539137
220,220,2,0,2925,-7.5,3,3,0,20,6,0,0.693825217
221,221,2,0,2904,-7.5,3,3,0,10,16,0,0.704436694
222,222,3,0,2867,-7.5,3,3,0,12,14,0,0.682778769
223,223,4,0,2830,-7.5,3,3,0,16,10,0,0.699339372
224,224,1,0,2817,7.5,3,3,0,23,10,0,0.349737564
225,225,2,0,2786,7.5,3,3,0,22,11,0,0.344378372
226,226,3,0,2782,7.5,3,3,0,22,11,0,0.337326452
227,227,1,0,2748,7.5,3,3,0,36,10,0,0.375335816
228,228,2,0,2720,7.5,3,3,0,42,4,0,0.367585055
229,229,3,0,2700,7.5,3,3,0,43,3,0,0.366206055
230,230,1,0,2670,7.5,3,3,0,66,10,0,0.450726016
231,231,2,0,2639,7.5,3,3,0,66,10,0,0.449585898
232,232,0,NA,NA,NA,3,NA,NA,66,0,NA,NA
233,233,1,0,2602,7.5,3,3,0,78,10,0,0.450854936
234,234,1,0,2568,7.5,3,3,0,92,8,0,0.444720718
235,235,2,0,2530,7.5,3,3,0,94,6,0,0.443326041
236,236,3,0,2490,7.5,3,3,0,99,1,0,0.448821134
237,237,0,6,2486,7.5,3,3,6,85,0,0.120313222,0.624269737
238,238,0,-7,2486,-7.5,3,3,7,65,0,-0.140365426,0.489833813
239,239,1,-7,2486,-7.5,3,3,7,25,10,-0.140365426,0.4100415
240,240,2,-7,2483,-7.5,3,3,7,25,10,-0.140450162,0.406920315
241,241,1,-7,2449,-7.5,3,3,7,50,10,-0.141421356,0.441772589
242,242,2,-7,2409,-7.5,3,3,7,59,1,-0.142590148,0.454120205
243,243,3,-7,2362,-7.5,3,3,7,48,12,-0.144001223,0.415106651
244,244,1,-7,2325,-7.5,3,3,7,66,10,-0.145142027,0.483237851
245,245,2,-7,2285,-7.5,3,3,7,65,11,-0.146406355,0.458968414
246,246,3,-7,2242,-7.5,3,3,7,65,11,-0.147803052,0.443896784
247,247,4,-7,2199,-7.5,3,3,7,70,6,-0.149240501,0.451363804
248,248,0,4,2194,7.5,3,3,10,65,0,0.085377361,0.530099748
249,249,1,4,2194,7.5,3,3,10,25,10,0.085377361,0.53199075
250,250,1,4,2176,7.5,3,3,10,60,10,0.085729596,0.579501085
251,251,1,4,2148,7.5,3,3,10,80,10,0.086286287,0.563470939
252,252,2,4,2111,7.5,3,3,10,79,11,0.087038828,0.561244754
253,253,2,4,2091,7.5,3,3,10,69,21,0.087453894,0.568476484
254,254,3,4,2084,7.5,3,3,10,69,21,0.087600576,0.565771688
255,255,4,4,2043,7.5,3,3,10,72,18,0.088474791,0.548055882
256,256,1,-4,2039,-7.5,3,3,10,36,10,-0.088561489,0.554645797
257,257,2,-4,2035,-7.5,3,3,10,36,10,-0.088648441,0.548272751
258,258,3,-4,1997,-7.5,3,3,10,40,6,-0.089487474,0.566512147
259,259,1,-4,1958,-7.5,3,3,10,51,10,-0.090373848,0.598478766
260,260,1,-4,1930,-7.5,3,3,10,59,10,-0.091026712,0.605974757
261,261,2,-4,1920,-7.5,3,3,10,61,8,-0.09126333,0.604794179
262,262,3,-4,1915,-7.5,3,3,10,66,3,-0.091382332,0.60655249
263,263,4,-4,1909,-7.5,3,3,10,66,3,-0.091525752,0.586976001
264,264,0,1,1904,7.5,3,3,13,65,0,0.022911447,0.474700532
265,265,1,1,1904,7.5,3,3,13,25,10,0.022911447,0.423702543
266,266,2,1,1880,7.5,3,3,13,20,15,0.023057149,0.405545605
267,267,3,1,1880,7.5,3,3,13,30,5,0.023057149,0.433245606
268,268,1,1,1857,7.5,3,3,13,54,10,0.023199421,0.451623661
269,269,2,1,1851,7.5,3,3,13,54,10,0.023236971,0.447397068
270,270,3,1,1842,7.5,2,2,13,48,16,0.023293639,0.439466431
271,271,4,1,1838,7.5,2,2,13,48,16,0.023318958,0.445151039
272,272,1,-1,1830,-7.5,3,3,13,20,10,-0.023369845,0.666867477
273,273,0,NA,1800,NA,3,NA,NA,80,0,NA,NA
274,274,0,-1,1800,-7.5,3,3,13,65,0,-0.023563681,0.712827113
275,275,1,-1,1794,-7.5,3,3,13,25,10,-0.023603031,0.669834673
276,276,2,-1,1757,-7.5,3,3,13,25,10,-0.02385012,0.661458017
277,277,3,-1,1715,-7.5,3,3,13,33,2,-0.024140227,0.677109209
278,278,1,-1,1682,-7.5,3,3,13,38,10,-0.024375747,0.686942219
279,279,2,-1,1638,-7.5,3,3,13,39,9,-0.024700772,0.68584102
280,280,3,-1,1633,-7.5,3,3,13,39,9,-0.024738535,0.680355749
281,281,4,-1,1628,-7.5,3,3,13,39,9,-0.024776472,0.688415261
282,282,1,1,1620,7.5,3,3,13,32,10,0.024837535,0.469896178
283,283,2,1,1587,7.5,3,3,13,33,9,0.025094281,0.46797882
284,284,3,1,1581,7.5,3,3,13,33,9,0.025141823,0.469334497
285,285,4,1,1551,7.5,3,3,13,36,6,0.025383654,0.473195148
286,286,1,-1,1541,-7.5,3,3,13,21,10,-0.025465829,0.644811216
287,287,2,-1,1500,-7.5,3,3,13,21,10,-0.025811287,0.63292874
288,288,3,-1,1494,-7.5,3,3,13,21,10,-0.02586303,0.630287211
289,289,4,-1,1458,-7.5,3,3,13,25,6,-0.026180163,0.654423253
290,290,1,1,1445,7.5,3,3,13,36,10,0.026297584,0.489292944
291,291,2,1,1416,7.5,3,3,13,36,10,0.026565321,0.495086905
292,292,1,1,1385,7.5,3,3,13,83,10,0.026860765,0.565571014
293,293,2,1,1350,7.5,3,3,13,85,8,0.027206478,0.569073532
294,294,3,1,1342,7.5,3,3,13,85,8,0.02728739,0.564225974
295,295,1,1,1315,7.5,3,3,13,99,1,0.027565892,0.615653085
296,296,0,7,1312,7.5,3,3,19,85,0,0.193181564,0.687219534
297,297,0,-8,1312,-7.5,3,3,20,65,0,-0.22077893,0.423843963
298,298,1,-8,1312,-7.5,3,3,20,25,10,-0.22077893,0.362144053
299,299,2,-8,1274,-7.5,3,3,20,33,2,-0.224044813,0.352698851
300,300,1,-8,1237,-7.5,3,3,20,44,10,-0.227368169,0.35762871
301,301,1,-8,1204,-7.5,3,3,20,56,10,-0.230460481,0.373299597
302,302,2,-8,1174,-7.5,3,3,20,64,2,-0.233383986,0.381063783
303,303,1,-8,1135,-7.5,3,3,20,69,10,-0.237356332,0.386919681
304,304,2,-8,1092,-7.5,3,3,20,70,9,-0.241980242,0.380524687
305,305,1,-8,1055,-7.5,3,3,20,91,9,-0.246182982,0.461117796
306,306,2,-8,1044,-7.5,3,3,20,99,1,-0.24747529,0.450919951
307,307,3,-8,1040,-7.5,3,3,20,99,1,-0.247950291,0.441312931
308,308,4,-8,1026,-7.5,3,3,20,99,1,-0.249634592,0.421053088
309,309,0,-2,1020,-7.5,3,3,26,98,0,-0.062591754,0.521408007
310,310,0,2,1020,7.5,3,3,26,65,0,0.062591754,0.578700205
311,311,1,2,1020,7.5,3,3,26,20,10,0.062591754,0.53061781
312,312,2,2,1008,7.5,3,3,26,20,10,0.062962855,0.534008711
313,313,3,2,974,7.5,3,3,26,28,2,0.064051262,0.527755882
314,314,1,2,936,7.5,3,3,26,46,10,0.065337152,0.564266886
315,315,2,2,900,7.5,3,3,26,47,9,0.06662966,0.555779426
316,316,1,2,857,7.5,3,3,26,74,10,0.068278874,0.657035909
317,317,2,2,839,7.5,3,3,26,74,10,0.069006556,0.652340666
318,318,1,2,807,7.5,3,3,26,96,4,0.070359754,0.692647257
319,319,2,2,771,7.5,3,3,26,99,1,0.071981575,0.694876785
320,320,0,8,767,7.5,3,3,32,85,0,0.288675135,0.777543475
321,321,0,-9,767,-7.5,3,3,33,65,0,-0.324759526,0.331967171
322,322,1,-9,762,-7.5,3,3,33,17,10,-0.325821876,0.280199872
323,323,2,-9,725,-7.5,3,3,33,19,8,-0.334021329,0.269197469
324,324,3,-9,678,-7.5,3,3,33,20,7,-0.3453883,0.262878809
325,325,1,-9,655,-7.5,3,3,33,31,10,-0.351390964,0.282312001
326,326,2,-9,621,-7.5,3,3,33,35,6,-0.360867123,0.261113117
327,327,3,-9,580,-7.5,3,3,33,39,2,-0.373382916,0.224907527
328,328,4,-9,576,-7.5,3,3,33,39,2,-0.374674902,0.222543416
329,329,1,9,565,7.5,3,3,33,4,10,0.378298217,0.828330407
330,330,2,9,532,7.5,3,3,33,6,8,0.389833274,0.842286181
331,331,3,9,497,7.5,3,3,33,5,9,0.403299643,0.851638742
332,332,4,9,466,7.5,3,3,33,9,5,0.416470332,0.873196238
333,333,1,-9,451,-7.5,3,3,33,61,10,-0.423324391,0.250865648
334,334,2,-9,447,-7.5,3,3,33,61,10,-0.425210032,0.24471416
335,335,3,-9,404,-7.5,3,3,33,63,8,-0.447213595,0.227604727
336,336,1,9,393,7.5,3,3,33,23,10,0.45341345,0.893319386
337,337,2,9,353,7.5,3,3,33,28,5,0.478344603,0.898000857
338,338,3,9,311,7.5,3,3,33,25,8,0.509524665,0.899329139
339,339,4,9,306,7.5,3,3,33,25,8,0.513657131,0.896772023
340,340,1,-9,298,-7.5,3,3,33,42,10,-0.520483439,0.115176854
341,341,2,-9,293,-7.5,3,3,33,42,10,-0.524890659,0.110537764
342,342,2,-9,282,-7.5,3,3,33,32,20,-0.534994468,0.115958878
343,343,3,-9,278,-7.5,3,3,33,32,20,-0.538815906,0.111116867
344,344,4,-9,240,-7.5,3,3,33,44,8,-0.579740964,0.103468868
345,345,1,9,231,7.5,3,3,33,17,10,0.590878948,0.916310984
346,346,2,9,222,7.5,3,3,33,19,8,0.602684577,0.914412305
347,347,3,9,217,7.5,3,3,33,20,7,0.609556915,0.915079338
348,348,1,9,175,7.5,3,3,33,29,10,0.678400525,0.931718406
349,349,2,9,132,7.5,3,3,33,32,7,0.780398973,0.930975759
350,350,2,9,126,7.5,3,3,33,22,17,0.798620858,0.923579479
351,351,3,9,120,7.5,3,3,33,22,17,0.818181818,0.918246764
352,352,4,9,112,7.5,3,3,33,27,12,0.846648782,0.920650026
353,353,1,-9,104,-7.5,0,0,33,41,10,-0.878310066,0.03382264
354,354,1,9,95,7.5,3,3,33,53,10,0.918558654,0.944261997
355,355,2,9,55,7.5,3,3,33,52,11,1.202675589,0.941174682
356,356,3,9,39,7.5,3,3,33,51,12,1.423024947,0.934501151
357,357,0,NA,0,7.5,3,3,NA,51,0,NA,NA
358,358,0,0,3600,-1,3,3,0,65,0,0,0.599484533
359,359,1,0,3596,-1,3,3,0,16,10,0,0.583232788
360,360,2,0,3590,-1,3,3,0,16,10,0,0.581111848
361,361,3,0,3552,-1,3,3,0,15,11,0,0.568134099
362,362,1,0,3511,-1,3,3,0,27,10,0,0.606991733
363,363,2,0,3472,-1,3,3,0,26,11,0,0.588417231
364,364,3,0,3469,-1,3,3,0,26,11,0,0.587406208
365,365,4,0,3463,-1,3,3,0,26,11,0,0.616095614
366,366,1,0,3455,1,3,3,0,44,10,0,0.459292336
367,367,2,0,3447,1,3,3,0,44,10,0,0.455668206
368,368,3,0,3403,1,3,3,0,42,12,0,0.422533308
369,369,0,6,3388,1,3,3,6,85,0,0.103066011,0.623540057
370,370,0,-7,3388,-1,3,3,7,65,0,-0.120243679,0.365463862
371,371,1,-7,3388,-1,3,3,7,25,10,-0.120243679,0.350317806
372,372,2,-7,3383,-1,3,3,7,25,10,-0.120332479,0.351368442
373,373,1,-7,3350,-1,3,3,7,59,10,-0.120923533,0.355253413
374,374,2,-7,3310,-1,3,3,7,63,6,-0.121651775,0.388175731
375,375,3,-7,3306,-1,3,3,7,63,6,-0.121725325,0.387702549
376,376,1,7,3298,1,3,3,7,52,10,0.121872826,0.709736432
377,377,1,7,3256,1,3,3,7,43,19,0.122656103,0.69880484
378,378,2,7,3213,1,3,3,7,49,13,0.123473882,0.696459438
379,379,3,7,3177,1,3,3,7,55,7,0.124171262,0.700983349
380,380,1,7,3136,1,3,3,7,65,10,0.124980075,0.714838747
381,381,2,7,3097,1,3,3,7,66,9,0.125764287,0.715944055
382,382,1,-7,3089,-1,3,3,7,50,10,-0.125926984,0.407631148
383,383,1,-7,3081,-1,3,3,7,40,20,-0.126090313,0.395073092
384,384,2,-7,3043,-1,3,3,7,44,16,-0.126874901,0.421518907
385,385,3,-7,3002,-1,3,3,7,54,6,-0.127738077,0.41484407
386,386,4,-7,2997,-1,3,3,7,54,6,-0.127844552,0.408628316
